date,Date,CDID,Value,Value_s,series,frequency
1957 FEB,1957-2-15,D7G7,,null,CPI,monthly
1957 FEB,1957-2-15,L55O,,null,CPIH,monthly
1957 JAN,1957-1-15,CZBH,4.4,4.4,RPI,monthly
1957 JAN,1957-1-15,D7G7,,null,CPI,monthly
1957 JAN,1957-1-15,L55O,,null,CPIH,monthly
1957 JUL,1957-7-15,CZBH,4.5,4.5,RPI,monthly
1957 JUL,1957-7-15,D7G7,,null,CPI,monthly
1957 JUL,1957-7-15,L55O,,null,CPIH,monthly
1957 JUN,1957-6-15,CZBH,3.2,3.2,RPI,monthly
1957 JUN,1957-6-15,D7G7,,null,CPI,monthly
1957 JUN,1957-6-15,L55O,,null,CPIH,monthly
1957 MAR,1957-3-15,CZBH,2.8,2.8,RPI,monthly
1957 MAR,1957-3-15,D7G7,,null,CPI,monthly
1957 MAR,1957-3-15,L55O,,null,CPIH,monthly
1957 MAY,1957-5-15,CZBH,2,2,RPI,monthly
1957 MAY,1957-5-15,D7G7,,null,CPI,monthly
1957 MAY,1957-5-15,L55O,,null,CPIH,monthly
1957 NOV,1957-11-15,CZBH,4.5,4.5,RPI,monthly
1957 NOV,1957-11-15,D7G7,,null,CPI,monthly
1957 NOV,1957-11-15,L55O,,null,CPIH,monthly
1957 OCT,1957-10-15,CZBH,4.3,4.3,RPI,monthly
1957 OCT,1957-10-15,D7G7,,null,CPI,monthly
1957 OCT,1957-10-15,L55O,,null,CPIH,monthly
1957 Q1,1957-1-15,CZBH,3.8,3.8,RPI,quarterly
1957 Q1,1957-1-15,D7G7,,null,CPI,quarterly
1957 Q1,1957-1-15,L55O,,null,CPIH,quarterly
1957 Q2,1957-4-15,CZBH,2.3,2.3,RPI,quarterly
1957 Q2,1957-4-15,D7G7,,null,CPI,quarterly
1957 Q2,1957-4-15,L55O,,null,CPIH,quarterly
1957 Q3,1957-7-15,CZBH,4.1,4.1,RPI,quarterly
1957 Q3,1957-7-15,D7G7,,null,CPI,quarterly
1957 Q3,1957-7-15,L55O,,null,CPIH,quarterly
1957 Q4,1957-10-15,CZBH,4.5,4.5,RPI,quarterly
1957 Q4,1957-10-15,D7G7,,null,CPI,quarterly
1957 Q4,1957-10-15,L55O,,null,CPIH,quarterly
1957 SEP,1957-9-15,CZBH,3.9,3.9,RPI,monthly
1957 SEP,1957-9-15,D7G7,,null,CPI,monthly
1957 SEP,1957-9-15,L55O,,null,CPIH,monthly
1958,1958,CZBH,3,3,RPI,annual
1958,1958,D7G7,,null,CPI,annual
1958,1958,L55O,,null,CPIH,annual
1958 APR,1958-4-15,CZBH,4.9,4.9,RPI,monthly
1958 APR,1958-4-15,D7G7,,null,CPI,monthly
1958 APR,1958-4-15,L55O,,null,CPIH,monthly
1958 AUG,1958-8-15,CZBH,1.8,1.8,RPI,monthly
1958 AUG,1958-8-15,D7G7,,null,CPI,monthly
1958 AUG,1958-8-15,L55O,,null,CPIH,monthly
1958 DEC,1958-12-15,CZBH,1.8,1.8,RPI,monthly
1958 DEC,1958-12-15,D7G7,,null,CPI,monthly
1958 DEC,1958-12-15,L55O,,null,CPIH,monthly
1958 FEB,1958-2-15,CZBH,3.2,3.2,RPI,monthly
1958 FEB,1958-2-15,D7G7,,null,CPI,monthly
1958 FEB,1958-2-15,L55O,,null,CPIH,monthly
1958 JAN,1958-1-15,CZBH,3.5,3.5,RPI,monthly
1958 JAN,1958-1-15,D7G7,,null,CPI,monthly
1958 JAN,1958-1-15,L55O,,null,CPIH,monthly
1958 JUL,1958-7-15,CZBH,1.8,1.8,RPI,monthly
1958 JUL,1958-7-15,D7G7,,null,CPI,monthly
1958 JUL,1958-7-15,L55O,,null,CPIH,monthly
1958 JUN,1958-6-15,CZBH,4.3,4.3,RPI,monthly
1958 JUN,1958-6-15,D7G7,,null,CPI,monthly
1958 JUN,1958-6-15,L55O,,null,CPIH,monthly
1958 MAR,1958-3-15,CZBH,4.1,4.1,RPI,monthly
1958 MAR,1958-3-15,D7G7,,null,CPI,monthly
1958 MAR,1958-3-15,L55O,,null,CPIH,monthly
1958 MAY,1958-5-15,CZBH,4.4,4.4,RPI,monthly
1958 MAY,1958-5-15,D7G7,,null,CPI,monthly
1958 MAY,1958-5-15,L55O,,null,CPIH,monthly
1958 NOV,1958-11-15,CZBH,1.9,1.9,RPI,monthly
1958 NOV,1958-11-15,D7G7,,null,CPI,monthly
1958 NOV,1958-11-15,L55O,,null,CPIH,monthly
1958 OCT,1958-10-15,CZBH,2.1,2.1,RPI,monthly
1958 OCT,1958-10-15,D7G7,,null,CPI,monthly
1958 OCT,1958-10-15,L55O,,null,CPIH,monthly
1958 Q1,1958-1-15,CZBH,3.6,3.6,RPI,quarterly
1958 Q1,1958-1-15,D7G7,,null,CPI,quarterly
1958 Q1,1958-1-15,L55O,,null,CPIH,quarterly
1958 Q2,1958-4-15,CZBH,4.5,4.5,RPI,quarterly
1958 Q2,1958-4-15,D7G7,,null,CPI,quarterly
1958 Q2,1958-4-15,L55O,,null,CPIH,quarterly
1958 Q3,1958-7-15,CZBH,1.9,1.9,RPI,quarterly
1958 Q3,1958-7-15,D7G7,,null,CPI,quarterly
1958 Q3,1958-7-15,L55O,,null,CPIH,quarterly
1958 Q4,1958-10-15,CZBH,1.9,1.9,RPI,quarterly
1958 Q4,1958-10-15,D7G7,,null,CPI,quarterly
1958 Q4,1958-10-15,L55O,,null,CPIH,quarterly
1958 SEP,1958-9-15,CZBH,2.2,2.2,RPI,monthly
1958 SEP,1958-9-15,D7G7,,null,CPI,monthly
1958 SEP,1958-9-15,L55O,,null,CPIH,monthly
1959,1959,CZBH,.6,.6,RPI,annual
1959,1959,D7G7,,null,CPI,annual
1959,1959,L55O,,null,CPIH,annual
1959 APR,1959-4-15,CZBH,-.1,-.1,RPI,monthly
1959 APR,1959-4-15,D7G7,,null,CPI,monthly
1959 APR,1959-4-15,L55O,,null,CPIH,monthly
1959 AUG,1959-8-15,CZBH,.9,.9,RPI,monthly
1959 AUG,1959-8-15,D7G7,,null,CPI,monthly
1959 AUG,1959-8-15,L55O,,null,CPIH,monthly
1959 DEC,1959-12-15,CZBH,0,0,RPI,monthly
1959 DEC,1959-12-15,D7G7,,null,CPI,monthly
1959 DEC,1959-12-15,L55O,,null,CPIH,monthly
1959 FEB,1959-2-15,CZBH,2.5,2.5,RPI,monthly
1959 FEB,1959-2-15,D7G7,,null,CPI,monthly
1959 FEB,1959-2-15,L55O,,null,CPIH,monthly
1959 JAN,1959-1-15,CZBH,2.1,2.1,RPI,monthly
1959 JAN,1959-1-15,D7G7,,null,CPI,monthly
1959 JAN,1959-1-15,L55O,,null,CPIH,monthly
1959 JUL,1959-7-15,CZBH,.5,.5,RPI,monthly
1959 JUL,1959-7-15,D7G7,,null,CPI,monthly
1959 JUL,1959-7-15,L55O,,null,CPIH,monthly
1959 JUN,1959-6-15,CZBH,-.8,-.8,RPI,monthly
1959 JUN,1959-6-15,D7G7,,null,CPI,monthly
1959 JUN,1959-6-15,L55O,,null,CPIH,monthly
1959 MAR,1959-3-15,CZBH,1.8,1.8,RPI,monthly
1959 MAR,1959-3-15,D7G7,,null,CPI,monthly
1959 MAR,1959-3-15,L55O,,null,CPIH,monthly
1959 MAY,1959-5-15,CZBH,-.1,-.1,RPI,monthly
1959 MAY,1959-5-15,D7G7,,null,CPI,monthly
1959 MAY,1959-5-15,L55O,,null,CPIH,monthly
1959 NOV,1959-11-15,CZBH,.2,.2,RPI,monthly
1959 NOV,1959-11-15,D7G7,,null,CPI,monthly
1959 NOV,1959-11-15,L55O,,null,CPIH,monthly
1959 OCT,1959-10-15,CZBH,-.2,-.2,RPI,monthly
1959 OCT,1959-10-15,D7G7,,null,CPI,monthly
1959 OCT,1959-10-15,L55O,,null,CPIH,monthly
1959 Q1,1959-1-15,CZBH,2.1,2.1,RPI,quarterly
1959 Q1,1959-1-15,D7G7,,null,CPI,quarterly
1959 Q1,1959-1-15,L55O,,null,CPIH,quarterly
1959 Q2,1959-4-15,CZBH,-.3,-.3,RPI,quarterly
1959 Q2,1959-4-15,D7G7,,null,CPI,quarterly
1959 Q2,1959-4-15,L55O,,null,CPIH,quarterly
1959 Q3,1959-7-15,CZBH,.6,.6,RPI,quarterly
1959 Q3,1959-7-15,D7G7,,null,CPI,quarterly
1959 Q3,1959-7-15,L55O,,null,CPIH,quarterly
1959 Q4,1959-10-15,CZBH,0,0,RPI,quarterly
1959 Q4,1959-10-15,D7G7,,null,CPI,quarterly
1959 Q4,1959-10-15,L55O,,null,CPIH,quarterly
1959 SEP,1959-9-15,CZBH,.3,.3,RPI,monthly
1959 SEP,1959-9-15,D7G7,,null,CPI,monthly
1959 SEP,1959-9-15,L55O,,null,CPIH,monthly
1960,1960,CZBH,1,1,RPI,annual
1960,1960,D7G7,,null,CPI,annual
1960,1960,L55O,,null,CPIH,annual
1960 APR,1960-4-15,CZBH,.7,.7,RPI,monthly
1960 APR,1960-4-15,D7G7,,null,CPI,monthly
1960 APR,1960-4-15,L55O,,null,CPIH,monthly
1960 AUG,1960-8-15,CZBH,1,1,RPI,monthly
1960 AUG,1960-8-15,D7G7,,null,CPI,monthly
1960 AUG,1960-8-15,L55O,,null,CPIH,monthly
1960 DEC,1960-12-15,CZBH,1.8,1.8,RPI,monthly
1960 DEC,1960-12-15,D7G7,,null,CPI,monthly
1960 DEC,1960-12-15,L55O,,null,CPIH,monthly
1960 FEB,1960-2-15,CZBH,-.4,-.4,RPI,monthly
1960 FEB,1960-2-15,D7G7,,null,CPI,monthly
1960 FEB,1960-2-15,L55O,,null,CPIH,monthly
1960 JAN,1960-1-15,CZBH,-.5,-.5,RPI,monthly
1960 JAN,1960-1-15,D7G7,,null,CPI,monthly
1960 JAN,1960-1-15,L55O,,null,CPIH,monthly
1960 JUL,1960-7-15,CZBH,1.9,1.9,RPI,monthly
1960 JUL,1960-7-15,D7G7,,null,CPI,monthly
1960 JUL,1960-7-15,L55O,,null,CPIH,monthly
1960 JUN,1960-6-15,CZBH,1.5,1.5,RPI,monthly
1960 JUN,1960-6-15,D7G7,,null,CPI,monthly
1960 JUN,1960-6-15,L55O,,null,CPIH,monthly
1960 MAR,1960-3-15,CZBH,-.5,-.5,RPI,monthly
1960 MAR,1960-3-15,D7G7,,null,CPI,monthly
1960 MAR,1960-3-15,L55O,,null,CPIH,monthly
1960 MAY,1960-5-15,CZBH,1.1,1.1,RPI,monthly
1960 MAY,1960-5-15,D7G7,,null,CPI,monthly
1960 MAY,1960-5-15,L55O,,null,CPIH,monthly
1960 NOV,1960-11-15,CZBH,1.7,1.7,RPI,monthly
1960 NOV,1960-11-15,D7G7,,null,CPI,monthly
1960 NOV,1960-11-15,L55O,,null,CPIH,monthly
1960 OCT,1960-10-15,CZBH,2,2,RPI,monthly
1960 OCT,1960-10-15,D7G7,,null,CPI,monthly
1960 OCT,1960-10-15,L55O,,null,CPIH,monthly
1960 Q1,1960-1-15,CZBH,-.5,-.5,RPI,quarterly
1960 Q1,1960-1-15,D7G7,,null,CPI,quarterly
1960 Q1,1960-1-15,L55O,,null,CPIH,quarterly
1960 Q2,1960-4-15,CZBH,1.1,1.1,RPI,quarterly
1960 Q2,1960-4-15,D7G7,,null,CPI,quarterly
1960 Q2,1960-4-15,L55O,,null,CPIH,quarterly
1960 Q3,1960-7-15,CZBH,1.5,1.5,RPI,quarterly
1960 Q3,1960-7-15,D7G7,,null,CPI,quarterly
1960 Q3,1960-7-15,L55O,,null,CPIH,quarterly
1960 Q4,1960-10-15,CZBH,1.8,1.8,RPI,quarterly
1960 Q4,1960-10-15,D7G7,,null,CPI,quarterly
1960 Q4,1960-10-15,L55O,,null,CPIH,quarterly
1960 SEP,1960-9-15,CZBH,1.7,1.7,RPI,monthly
1960 SEP,1960-9-15,D7G7,,null,CPI,monthly
1960 SEP,1960-9-15,L55O,,null,CPIH,monthly
1961,1961,CZBH,3.4,3.4,RPI,annual
1961,1961,D7G7,,null,CPI,annual
1961,1961,L55O,,null,CPIH,annual
1961 APR,1961-4-15,CZBH,2.7,2.7,RPI,monthly
1961 APR,1961-4-15,D7G7,,null,CPI,monthly
1961 APR,1961-4-15,L55O,,null,CPIH,monthly
1961 AUG,1961-8-15,CZBH,4.8,4.8,RPI,monthly
1961 AUG,1961-8-15,D7G7,,null,CPI,monthly
1961 AUG,1961-8-15,L55O,,null,CPIH,monthly
1961 DEC,1961-12-15,CZBH,4.4,4.4,RPI,monthly
1961 DEC,1961-12-15,D7G7,,null,CPI,monthly
1961 DEC,1961-12-15,L55O,,null,CPIH,monthly
1961 FEB,1961-2-15,CZBH,2.2,2.2,RPI,monthly
1961 FEB,1961-2-15,D7G7,,null,CPI,monthly
1961 FEB,1961-2-15,L55O,,null,CPIH,monthly
1961 JAN,1961-1-15,CZBH,2.2,2.2,RPI,monthly
1961 JAN,1961-1-15,D7G7,,null,CPI,monthly
1961 JAN,1961-1-15,L55O,,null,CPIH,monthly
1961 JUL,1961-7-15,CZBH,3.2,3.2,RPI,monthly
1961 JUL,1961-7-15,D7G7,,null,CPI,monthly
1961 JUL,1961-7-15,L55O,,null,CPIH,monthly
1961 JUN,1961-6-15,CZBH,3.3,3.3,RPI,monthly
1961 JUN,1961-6-15,D7G7,,null,CPI,monthly
1961 JUN,1961-6-15,L55O,,null,CPIH,monthly
1961 MAR,1961-3-15,CZBH,2.7,2.7,RPI,monthly
1961 MAR,1961-3-15,D7G7,,null,CPI,monthly
1961 MAR,1961-3-15,L55O,,null,CPIH,monthly
1961 MAY,1961-5-15,CZBH,3,3,RPI,monthly
1961 MAY,1961-5-15,D7G7,,null,CPI,monthly
1961 MAY,1961-5-15,L55O,,null,CPIH,monthly
1961 NOV,1961-11-15,CZBH,4.5,4.5,RPI,monthly
1961 NOV,1961-11-15,D7G7,,null,CPI,monthly
1961 NOV,1961-11-15,L55O,,null,CPIH,monthly
1961 OCT,1961-10-15,CZBH,3.9,3.9,RPI,monthly
1961 OCT,1961-10-15,D7G7,,null,CPI,monthly
1961 OCT,1961-10-15,L55O,,null,CPIH,monthly
1961 Q1,1961-1-15,CZBH,2.4,2.4,RPI,quarterly
1961 Q1,1961-1-15,D7G7,,null,CPI,quarterly
1961 Q1,1961-1-15,L55O,,null,CPIH,quarterly
1961 Q2,1961-4-15,CZBH,3,3,RPI,quarterly
1961 Q2,1961-4-15,D7G7,,null,CPI,quarterly
1961 Q2,1961-4-15,L55O,,null,CPIH,quarterly
1961 Q3,1961-7-15,CZBH,4.2,4.2,RPI,quarterly
1961 Q3,1961-7-15,D7G7,,null,CPI,quarterly
1961 Q3,1961-7-15,L55O,,null,CPIH,quarterly
1961 Q4,1961-10-15,CZBH,4.3,4.3,RPI,quarterly
1961 Q4,1961-10-15,D7G7,,null,CPI,quarterly
1961 Q4,1961-10-15,L55O,,null,CPIH,quarterly
1961 SEP,1961-9-15,CZBH,4.5,4.5,RPI,monthly
1961 SEP,1961-9-15,D7G7,,null,CPI,monthly
1961 SEP,1961-9-15,L55O,,null,CPIH,monthly
1962,1962,CZBH,4.3,4.3,RPI,annual
1962,1962,D7G7,,null,CPI,annual
1962,1962,L55O,,null,CPIH,annual
1962 APR,1962-4-15,CZBH,5.6,5.6,RPI,monthly
1962 APR,1962-4-15,D7G7,,null,CPI,monthly
1962 APR,1962-4-15,L55O,,null,CPIH,monthly
1962 AUG,1962-8-15,CZBH,3.2,3.2,RPI,monthly
1962 AUG,1962-8-15,D7G7,,null,CPI,monthly
1962 AUG,1962-8-15,L55O,,null,CPIH,monthly
1962 DEC,1962-12-15,CZBH,2.6,2.6,RPI,monthly
1962 DEC,1962-12-15,D7G7,,null,CPI,monthly
1962 DEC,1962-12-15,L55O,,null,CPIH,monthly
1962 FEB,1962-2-15,CZBH,4.7,4.7,RPI,monthly
1962 FEB,1962-2-15,D7G7,,null,CPI,monthly
1962 FEB,1962-2-15,L55O,,null,CPIH,monthly
1962 JAN,1962-1-15,CZBH,4.6,4.6,RPI,monthly
1962 JAN,1962-1-15,D7G7,,null,CPI,monthly
1962 JAN,1962-1-15,L55O,,null,CPIH,monthly
1962 JUL,1962-7-15,CZBH,5.1,5.1,RPI,monthly
1962 JUL,1962-7-15,D7G7,,null,CPI,monthly
1962 JUL,1962-7-15,L55O,,null,CPIH,monthly
1962 JUN,1962-6-15,CZBH,5.5,5.5,RPI,monthly
1962 JUN,1962-6-15,D7G7,,null,CPI,monthly
1962 JUN,1962-6-15,L55O,,null,CPIH,monthly
1962 MAR,1962-3-15,CZBH,4.8,4.8,RPI,monthly
1962 MAR,1962-3-15,D7G7,,null,CPI,monthly
1962 MAR,1962-3-15,L55O,,null,CPIH,monthly
1962 MAY,1962-5-15,CZBH,5.7,5.7,RPI,monthly
1962 MAY,1962-5-15,D7G7,,null,CPI,monthly
1962 MAY,1962-5-15,L55O,,null,CPIH,monthly
1962 NOV,1962-11-15,CZBH,2.3,2.3,RPI,monthly
1962 NOV,1962-11-15,D7G7,,null,CPI,monthly
1962 NOV,1962-11-15,L55O,,null,CPIH,monthly
1962 OCT,1962-10-15,CZBH,2.9,2.9,RPI,monthly
1962 OCT,1962-10-15,D7G7,,null,CPI,monthly
1962 OCT,1962-10-15,L55O,,null,CPIH,monthly
1962 Q1,1962-1-15,CZBH,4.7,4.7,RPI,quarterly
1962 Q1,1962-1-15,D7G7,,null,CPI,quarterly
1962 Q1,1962-1-15,L55O,,null,CPIH,quarterly
1962 Q2,1962-4-15,CZBH,5.6,5.6,RPI,quarterly
1962 Q2,1962-4-15,D7G7,,null,CPI,quarterly
1962 Q2,1962-4-15,L55O,,null,CPIH,quarterly
1962 Q3,1962-7-15,CZBH,3.9,3.9,RPI,quarterly
1962 Q3,1962-7-15,D7G7,,null,CPI,quarterly
1962 Q3,1962-7-15,L55O,,null,CPIH,quarterly
1962 Q4,1962-10-15,CZBH,2.6,2.6,RPI,quarterly
1962 Q4,1962-10-15,D7G7,,null,CPI,quarterly
1962 Q4,1962-10-15,L55O,,null,CPIH,quarterly
1962 SEP,1962-9-15,CZBH,3.3,3.3,RPI,monthly
1962 SEP,1962-9-15,D7G7,,null,CPI,monthly
1962 SEP,1962-9-15,L55O,,null,CPIH,monthly
1963,1963,CZBH,2,2,RPI,annual
1963,1963,D7G7,,null,CPI,annual
1963,1963,L55O,,null,CPIH,annual
1963 APR,1963-4-15,CZBH,2.1,2.1,RPI,monthly
1963 APR,1963-4-15,D7G7,,null,CPI,monthly
1963 APR,1963-4-15,L55O,,null,CPIH,monthly
1963 AUG,1963-8-15,CZBH,1.4,1.4,RPI,monthly
1963 AUG,1963-8-15,D7G7,,null,CPI,monthly
1963 AUG,1963-8-15,L55O,,null,CPIH,monthly
1963 DEC,1963-12-15,CZBH,1.9,1.9,RPI,monthly
1963 DEC,1963-12-15,D7G7,,null,CPI,monthly
1963 DEC,1963-12-15,L55O,,null,CPIH,monthly
1963 FEB,1963-2-15,CZBH,3.5,3.5,RPI,monthly
1963 FEB,1963-2-15,D7G7,,null,CPI,monthly
1963 FEB,1963-2-15,L55O,,null,CPIH,monthly
1963 JAN,1963-1-15,CZBH,2.7,2.7,RPI,monthly
1963 JAN,1963-1-15,D7G7,,null,CPI,monthly
1963 JAN,1963-1-15,L55O,,null,CPIH,monthly
1963 JUL,1963-7-15,CZBH,.8,.8,RPI,monthly
1963 JUL,1963-7-15,D7G7,,null,CPI,monthly
1963 JUL,1963-7-15,L55O,,null,CPIH,monthly
1963 JUN,1963-6-15,CZBH,1,1,RPI,monthly
1963 JUN,1963-6-15,D7G7,,null,CPI,monthly
1963 JUN,1963-6-15,L55O,,null,CPIH,monthly
1963 MAR,1963-3-15,CZBH,3.2,3.2,RPI,monthly
1963 MAR,1963-3-15,D7G7,,null,CPI,monthly
1963 MAR,1963-3-15,L55O,,null,CPIH,monthly
1963 MAY,1963-5-15,CZBH,1.7,1.7,RPI,monthly
1963 MAY,1963-5-15,D7G7,,null,CPI,monthly
1963 MAY,1963-5-15,L55O,,null,CPIH,monthly
1963 NOV,1963-11-15,CZBH,2.2,2.2,RPI,monthly
1963 NOV,1963-11-15,D7G7,,null,CPI,monthly
1963 NOV,1963-11-15,L55O,,null,CPIH,monthly
1963 OCT,1963-10-15,CZBH,2.3,2.3,RPI,monthly
1963 OCT,1963-10-15,D7G7,,null,CPI,monthly
1963 OCT,1963-10-15,L55O,,null,CPIH,monthly
1963 Q1,1963-1-15,CZBH,3.1,3.1,RPI,quarterly
1963 Q1,1963-1-15,D7G7,,null,CPI,quarterly
1963 Q1,1963-1-15,L55O,,null,CPIH,quarterly
1963 Q2,1963-4-15,CZBH,1.6,1.6,RPI,quarterly
1963 Q2,1963-4-15,D7G7,,null,CPI,quarterly
1963 Q2,1963-4-15,L55O,,null,CPIH,quarterly
1963 Q3,1963-7-15,CZBH,1.3,1.3,RPI,quarterly
1963 Q3,1963-7-15,D7G7,,null,CPI,quarterly
1963 Q3,1963-7-15,L55O,,null,CPIH,quarterly
1963 Q4,1963-10-15,CZBH,2.1,2.1,RPI,quarterly
1963 Q4,1963-10-15,D7G7,,null,CPI,quarterly
1963 Q4,1963-10-15,L55O,,null,CPIH,quarterly
1963 SEP,1963-9-15,CZBH,1.8,1.8,RPI,monthly
1963 SEP,1963-9-15,D7G7,,null,CPI,monthly
1963 SEP,1963-9-15,L55O,,null,CPIH,monthly
1964,1964,CZBH,3.3,3.3,RPI,annual
1964,1964,D7G7,,null,CPI,annual
1964,1964,L55O,,null,CPIH,annual
1964 APR,1964-4-15,CZBH,2,2,RPI,monthly
1964 APR,1964-4-15,D7G7,,null,CPI,monthly
1964 APR,1964-4-15,L55O,,null,CPIH,monthly
1964 AUG,1964-8-15,CZBH,4.7,4.7,RPI,monthly
1964 AUG,1964-8-15,D7G7,,null,CPI,monthly
1964 AUG,1964-8-15,L55O,,null,CPIH,monthly
1964 DEC,1964-12-15,CZBH,4.8,4.8,RPI,monthly
1964 DEC,1964-12-15,D7G7,,null,CPI,monthly
1964 DEC,1964-12-15,L55O,,null,CPIH,monthly
1964 FEB,1964-2-15,CZBH,1.2,1.2,RPI,monthly
1964 FEB,1964-2-15,D7G7,,null,CPI,monthly
1964 FEB,1964-2-15,L55O,,null,CPIH,monthly
1964 JAN,1964-1-15,CZBH,1.9,1.9,RPI,monthly
1964 JAN,1964-1-15,D7G7,,null,CPI,monthly
1964 JAN,1964-1-15,L55O,,null,CPIH,monthly
1964 JUL,1964-7-15,CZBH,4,4,RPI,monthly
1964 JUL,1964-7-15,D7G7,,null,CPI,monthly
1964 JUL,1964-7-15,L55O,,null,CPIH,monthly
1964 JUN,1964-6-15,CZBH,3.4,3.4,RPI,monthly
1964 JUN,1964-6-15,D7G7,,null,CPI,monthly
1964 JUN,1964-6-15,L55O,,null,CPIH,monthly
1964 MAR,1964-3-15,CZBH,1.4,1.4,RPI,monthly
1964 MAR,1964-3-15,D7G7,,null,CPI,monthly
1964 MAR,1964-3-15,L55O,,null,CPIH,monthly
1964 MAY,1964-5-15,CZBH,3,3,RPI,monthly
1964 MAY,1964-5-15,D7G7,,null,CPI,monthly
1964 MAY,1964-5-15,L55O,,null,CPIH,monthly
1964 NOV,1964-11-15,CZBH,4.6,4.6,RPI,monthly
1964 NOV,1964-11-15,D7G7,,null,CPI,monthly
1964 NOV,1964-11-15,L55O,,null,CPIH,monthly
1964 OCT,1964-10-15,CZBH,4.1,4.1,RPI,monthly
1964 OCT,1964-10-15,D7G7,,null,CPI,monthly
1964 OCT,1964-10-15,L55O,,null,CPIH,monthly
1964 Q1,1964-1-15,CZBH,1.5,1.5,RPI,quarterly
1964 Q1,1964-1-15,D7G7,,null,CPI,quarterly
1964 Q1,1964-1-15,L55O,,null,CPIH,quarterly
1964 Q2,1964-4-15,CZBH,2.8,2.8,RPI,quarterly
1964 Q2,1964-4-15,D7G7,,null,CPI,quarterly
1964 Q2,1964-4-15,L55O,,null,CPIH,quarterly
1964 Q3,1964-7-15,CZBH,4.4,4.4,RPI,quarterly
1964 Q3,1964-7-15,D7G7,,null,CPI,quarterly
1964 Q3,1964-7-15,L55O,,null,CPIH,quarterly
1964 Q4,1964-10-15,CZBH,4.5,4.5,RPI,quarterly
1964 Q4,1964-10-15,D7G7,,null,CPI,quarterly
1964 Q4,1964-10-15,L55O,,null,CPIH,quarterly
1964 SEP,1964-9-15,CZBH,4.4,4.4,RPI,monthly
1964 SEP,1964-9-15,D7G7,,null,CPI,monthly
1964 SEP,1964-9-15,L55O,,null,CPIH,monthly
1965,1965,CZBH,4.8,4.8,RPI,annual
1965,1965,D7G7,,null,CPI,annual
1965,1965,L55O,,null,CPIH,annual
1965 APR,1965-4-15,CZBH,5.6,5.6,RPI,monthly
1965 APR,1965-4-15,D7G7,,null,CPI,monthly
1965 APR,1965-4-15,L55O,,null,CPIH,monthly
1965 AUG,1965-8-15,CZBH,4.7,4.7,RPI,monthly
1965 AUG,1965-8-15,D7G7,,null,CPI,monthly
1965 AUG,1965-8-15,L55O,,null,CPIH,monthly
1965 DEC,1965-12-15,CZBH,4.5,4.5,RPI,monthly
1965 DEC,1965-12-15,D7G7,,null,CPI,monthly
1965 DEC,1965-12-15,L55O,,null,CPIH,monthly
1965 FEB,1965-2-15,CZBH,4.5,4.5,RPI,monthly
1965 FEB,1965-2-15,D7G7,,null,CPI,monthly
1965 FEB,1965-2-15,L55O,,null,CPIH,monthly
1965 JAN,1965-1-15,CZBH,4.6,4.6,RPI,monthly
1965 JAN,1965-1-15,D7G7,,null,CPI,monthly
1965 JAN,1965-1-15,L55O,,null,CPIH,monthly
1965 JUL,1965-7-15,CZBH,4.9,4.9,RPI,monthly
1965 JUL,1965-7-15,D7G7,,null,CPI,monthly
1965 JUL,1965-7-15,L55O,,null,CPIH,monthly
1965 JUN,1965-6-15,CZBH,4.9,4.9,RPI,monthly
1965 JUN,1965-6-15,D7G7,,null,CPI,monthly
1965 JUN,1965-6-15,L55O,,null,CPIH,monthly
1965 MAR,1965-3-15,CZBH,4.5,4.5,RPI,monthly
1965 MAR,1965-3-15,D7G7,,null,CPI,monthly
1965 MAR,1965-3-15,L55O,,null,CPIH,monthly
1965 MAY,1965-5-15,CZBH,5,5,RPI,monthly
1965 MAY,1965-5-15,D7G7,,null,CPI,monthly
1965 MAY,1965-5-15,L55O,,null,CPIH,monthly
1965 NOV,1965-11-15,CZBH,4.4,4.4,RPI,monthly
1965 NOV,1965-11-15,D7G7,,null,CPI,monthly
1965 NOV,1965-11-15,L55O,,null,CPIH,monthly
1965 OCT,1965-10-15,CZBH,4.8,4.8,RPI,monthly
1965 OCT,1965-10-15,D7G7,,null,CPI,monthly
1965 OCT,1965-10-15,L55O,,null,CPIH,monthly
1965 Q1,1965-1-15,CZBH,4.5,4.5,RPI,quarterly
1965 Q1,1965-1-15,D7G7,,null,CPI,quarterly
1965 Q1,1965-1-15,L55O,,null,CPIH,quarterly
1965 Q2,1965-4-15,CZBH,5.2,5.2,RPI,quarterly
1965 Q2,1965-4-15,D7G7,,null,CPI,quarterly
1965 Q2,1965-4-15,L55O,,null,CPIH,quarterly
1965 Q3,1965-7-15,CZBH,4.8,4.8,RPI,quarterly
1965 Q3,1965-7-15,D7G7,,null,CPI,quarterly
1965 Q3,1965-7-15,L55O,,null,CPIH,quarterly
1965 Q4,1965-10-15,CZBH,4.6,4.6,RPI,quarterly
1965 Q4,1965-10-15,D7G7,,null,CPI,quarterly
1965 Q4,1965-10-15,L55O,,null,CPIH,quarterly
1965 SEP,1965-9-15,CZBH,4.8,4.8,RPI,monthly
1965 SEP,1965-9-15,D7G7,,null,CPI,monthly
1965 SEP,1965-9-15,L55O,,null,CPIH,monthly
1966,1966,CZBH,3.9,3.9,RPI,annual
1966,1966,D7G7,,null,CPI,annual
