date,Date,CDID,Value,Value_s,series,frequency
2000 AUG,2000-8-15,D7G7,.6,.6,CPI,monthly
2000 AUG,2000-8-15,L55O,1,1,CPIH,monthly
2000 DEC,2000-12-15,CZBH,2.9,2.9,RPI,monthly
2000 DEC,2000-12-15,D7G7,.8,.8,CPI,monthly
2000 DEC,2000-12-15,L55O,1.2,1.2,CPIH,monthly
2000 FEB,2000-2-15,CZBH,2.3,2.3,RPI,monthly
2000 FEB,2000-2-15,D7G7,.9,.9,CPI,monthly
2000 FEB,2000-2-15,L55O,1.2,1.2,CPIH,monthly
2000 JAN,2000-1-15,CZBH,2,2,RPI,monthly
2000 JAN,2000-1-15,D7G7,.8,.8,CPI,monthly
2000 JAN,2000-1-15,L55O,1.2,1.2,CPIH,monthly
2000 JUL,2000-7-15,CZBH,3.3,3.3,RPI,monthly
2000 JUL,2000-7-15,D7G7,.9,.9,CPI,monthly
2000 JUL,2000-7-15,L55O,1.2,1.2,CPIH,monthly
2000 JUN,2000-6-15,CZBH,3.3,3.3,RPI,monthly
2000 JUN,2000-6-15,D7G7,.8,.8,CPI,monthly
2000 JUN,2000-6-15,L55O,1.2,1.2,CPIH,monthly
2000 MAR,2000-3-15,CZBH,2.6,2.6,RPI,monthly
2000 MAR,2000-3-15,D7G7,.6,.6,CPI,monthly
2000 MAR,2000-3-15,L55O,1,1,CPIH,monthly
2000 MAY,2000-5-15,CZBH,3.1,3.1,RPI,monthly
2000 MAY,2000-5-15,D7G7,.5,.5,CPI,monthly
2000 MAY,2000-5-15,L55O,1,1,CPIH,monthly
2000 NOV,2000-11-15,CZBH,3.2,3.2,RPI,monthly
2000 NOV,2000-11-15,D7G7,1.1,1.1,CPI,monthly
2000 NOV,2000-11-15,L55O,1.5,1.5,CPIH,monthly
2000 OCT,2000-10-15,CZBH,3.1,3.1,RPI,monthly
2000 OCT,2000-10-15,D7G7,1,1,CPI,monthly
2000 OCT,2000-10-15,L55O,1.4,1.4,CPIH,monthly
2000 Q1,2000-1-15,CZBH,2.3,2.3,RPI,quarterly
2000 Q1,2000-1-15,D7G7,.8,.8,CPI,quarterly
2000 Q1,2000-1-15,L55O,1.1,1.1,CPIH,quarterly
2000 Q2,2000-4-15,CZBH,3.1,3.1,RPI,quarterly
2000 Q2,2000-4-15,D7G7,.6,.6,CPI,quarterly
2000 Q2,2000-4-15,L55O,1,1,CPIH,quarterly
2000 Q3,2000-7-15,CZBH,3.2,3.2,RPI,quarterly
2000 Q3,2000-7-15,D7G7,.8,.8,CPI,quarterly
2000 Q3,2000-7-15,L55O,1.2,1.2,CPIH,quarterly
2000 Q4,2000-10-15,CZBH,3.1,3.1,RPI,quarterly
2000 Q4,2000-10-15,D7G7,1,1,CPI,quarterly
2000 Q4,2000-10-15,L55O,1.4,1.4,CPIH,quarterly
2000 SEP,2000-9-15,CZBH,3.3,3.3,RPI,monthly
2000 SEP,2000-9-15,D7G7,1,1,CPI,monthly
2000 SEP,2000-9-15,L55O,1.3,1.3,CPIH,monthly
2001,2001,CZBH,1.8,1.8,RPI,annual
2001,2001,D7G7,1.2,1.2,CPI,annual
2001,2001,L55O,1.6,1.6,CPIH,annual
2001 APR,2001-4-15,CZBH,1.8,1.8,RPI,monthly
2001 APR,2001-4-15,D7G7,1.2,1.2,CPI,monthly
2001 APR,2001-4-15,L55O,1.5,1.5,CPIH,monthly
2001 AUG,2001-8-15,CZBH,2.1,2.1,RPI,monthly
2001 AUG,2001-8-15,D7G7,1.8,1.8,CPI,monthly
2001 AUG,2001-8-15,L55O,2.1,2.1,CPIH,monthly
2001 DEC,2001-12-15,CZBH,.7,.7,RPI,monthly
2001 DEC,2001-12-15,D7G7,1.1,1.1,CPI,monthly
2001 DEC,2001-12-15,L55O,1.4,1.4,CPIH,monthly
2001 FEB,2001-2-15,CZBH,2.7,2.7,RPI,monthly
2001 FEB,2001-2-15,D7G7,.8,.8,CPI,monthly
2001 FEB,2001-2-15,L55O,1.2,1.2,CPIH,monthly
2001 JAN,2001-1-15,CZBH,2.7,2.7,RPI,monthly
2001 JAN,2001-1-15,D7G7,.9,.9,CPI,monthly
2001 JAN,2001-1-15,L55O,1.2,1.2,CPIH,monthly
2001 JUL,2001-7-15,CZBH,1.6,1.6,RPI,monthly
2001 JUL,2001-7-15,D7G7,1.4,1.4,CPI,monthly
2001 JUL,2001-7-15,L55O,1.7,1.7,CPIH,monthly
2001 JUN,2001-6-15,CZBH,1.9,1.9,RPI,monthly
2001 JUN,2001-6-15,D7G7,1.7,1.7,CPI,monthly
2001 JUN,2001-6-15,L55O,1.9,1.9,CPIH,monthly
2001 MAR,2001-3-15,CZBH,2.3,2.3,RPI,monthly
2001 MAR,2001-3-15,D7G7,.9,.9,CPI,monthly
2001 MAR,2001-3-15,L55O,1.3,1.3,CPIH,monthly
2001 MAY,2001-5-15,CZBH,2.1,2.1,RPI,monthly
2001 MAY,2001-5-15,D7G7,1.7,1.7,CPI,monthly
2001 MAY,2001-5-15,L55O,1.9,1.9,CPIH,monthly
2001 NOV,2001-11-15,CZBH,.9,.9,RPI,monthly
2001 NOV,2001-11-15,D7G7,.8,.8,CPI,monthly
2001 NOV,2001-11-15,L55O,1.2,1.2,CPIH,monthly
2001 OCT,2001-10-15,CZBH,1.6,1.6,RPI,monthly
2001 OCT,2001-10-15,D7G7,1.2,1.2,CPI,monthly
2001 OCT,2001-10-15,L55O,1.6,1.6,CPIH,monthly
2001 Q1,2001-1-15,CZBH,2.6,2.6,RPI,quarterly
2001 Q1,2001-1-15,D7G7,.9,.9,CPI,quarterly
2001 Q1,2001-1-15,L55O,1.3,1.3,CPIH,quarterly
2001 Q2,2001-4-15,CZBH,1.9,1.9,RPI,quarterly
2001 Q2,2001-4-15,D7G7,1.5,1.5,CPI,quarterly
2001 Q2,2001-4-15,L55O,1.8,1.8,CPIH,quarterly
2001 Q3,2001-7-15,CZBH,1.8,1.8,RPI,quarterly
2001 Q3,2001-7-15,D7G7,1.5,1.5,CPI,quarterly
2001 Q3,2001-7-15,L55O,1.8,1.8,CPIH,quarterly
2001 Q4,2001-10-15,CZBH,1,1,RPI,quarterly
2001 Q4,2001-10-15,D7G7,1,1,CPI,quarterly
2001 Q4,2001-10-15,L55O,1.4,1.4,CPIH,quarterly
2001 SEP,2001-9-15,CZBH,1.7,1.7,RPI,monthly
2001 SEP,2001-9-15,D7G7,1.3,1.3,CPI,monthly
2001 SEP,2001-9-15,L55O,1.7,1.7,CPIH,monthly
2002,2002,CZBH,1.7,1.7,RPI,annual
2002,2002,D7G7,1.3,1.3,CPI,annual
2002,2002,L55O,1.5,1.5,CPIH,annual
2002 APR,2002-4-15,CZBH,1.5,1.5,RPI,monthly
2002 APR,2002-4-15,D7G7,1.4,1.4,CPI,monthly
2002 APR,2002-4-15,L55O,1.6,1.6,CPIH,monthly
2002 AUG,2002-8-15,CZBH,1.4,1.4,RPI,monthly
2002 AUG,2002-8-15,D7G7,1,1,CPI,monthly
2002 AUG,2002-8-15,L55O,1.3,1.3,CPIH,monthly
2002 DEC,2002-12-15,CZBH,2.9,2.9,RPI,monthly
2002 DEC,2002-12-15,D7G7,1.7,1.7,CPI,monthly
2002 DEC,2002-12-15,L55O,1.7,1.7,CPIH,monthly
2002 FEB,2002-2-15,CZBH,1,1,RPI,monthly
2002 FEB,2002-2-15,D7G7,1.5,1.5,CPI,monthly
2002 FEB,2002-2-15,L55O,1.7,1.7,CPIH,monthly
2002 JAN,2002-1-15,CZBH,1.3,1.3,RPI,monthly
2002 JAN,2002-1-15,D7G7,1.6,1.6,CPI,monthly
2002 JAN,2002-1-15,L55O,1.8,1.8,CPIH,monthly
2002 JUL,2002-7-15,CZBH,1.5,1.5,RPI,monthly
2002 JUL,2002-7-15,D7G7,1.1,1.1,CPI,monthly
2002 JUL,2002-7-15,L55O,1.4,1.4,CPIH,monthly
2002 JUN,2002-6-15,CZBH,1,1,RPI,monthly
2002 JUN,2002-6-15,D7G7,.6,.6,CPI,monthly
2002 JUN,2002-6-15,L55O,1.1,1.1,CPIH,monthly
2002 MAR,2002-3-15,CZBH,1.3,1.3,RPI,monthly
2002 MAR,2002-3-15,D7G7,1.5,1.5,CPI,monthly
2002 MAR,2002-3-15,L55O,1.7,1.7,CPIH,monthly
2002 MAY,2002-5-15,CZBH,1.1,1.1,RPI,monthly
2002 MAY,2002-5-15,D7G7,.8,.8,CPI,monthly
2002 MAY,2002-5-15,L55O,1.2,1.2,CPIH,monthly
2002 NOV,2002-11-15,CZBH,2.6,2.6,RPI,monthly
2002 NOV,2002-11-15,D7G7,1.5,1.5,CPI,monthly
2002 NOV,2002-11-15,L55O,1.6,1.6,CPIH,monthly
2002 OCT,2002-10-15,CZBH,2.1,2.1,RPI,monthly
2002 OCT,2002-10-15,D7G7,1.4,1.4,CPI,monthly
2002 OCT,2002-10-15,L55O,1.5,1.5,CPIH,monthly
2002 Q1,2002-1-15,CZBH,1.2,1.2,RPI,quarterly
2002 Q1,2002-1-15,D7G7,1.5,1.5,CPI,quarterly
2002 Q1,2002-1-15,L55O,1.7,1.7,CPIH,quarterly
2002 Q2,2002-4-15,CZBH,1.2,1.2,RPI,quarterly
2002 Q2,2002-4-15,D7G7,.9,.9,CPI,quarterly
2002 Q2,2002-4-15,L55O,1.3,1.3,CPIH,quarterly
2002 Q3,2002-7-15,CZBH,1.5,1.5,RPI,quarterly
2002 Q3,2002-7-15,D7G7,1,1,CPI,quarterly
2002 Q3,2002-7-15,L55O,1.3,1.3,CPIH,quarterly
2002 Q4,2002-10-15,CZBH,2.5,2.5,RPI,quarterly
2002 Q4,2002-10-15,D7G7,1.5,1.5,CPI,quarterly
2002 Q4,2002-10-15,L55O,1.6,1.6,CPIH,quarterly
2002 SEP,2002-9-15,CZBH,1.7,1.7,RPI,monthly
2002 SEP,2002-9-15,D7G7,1,1,CPI,monthly
2002 SEP,2002-9-15,L55O,1.2,1.2,CPIH,monthly
2003,2003,CZBH,2.9,2.9,RPI,annual
2003,2003,D7G7,1.4,1.4,CPI,annual
2003,2003,L55O,1.4,1.4,CPIH,annual
2003 APR,2003-4-15,CZBH,3.1,3.1,RPI,monthly
2003 APR,2003-4-15,D7G7,1.4,1.4,CPI,monthly
2003 APR,2003-4-15,L55O,1.5,1.5,CPIH,monthly
2003 AUG,2003-8-15,CZBH,2.9,2.9,RPI,monthly
2003 AUG,2003-8-15,D7G7,1.4,1.4,CPI,monthly
2003 AUG,2003-8-15,L55O,1.4,1.4,CPIH,monthly
2003 DEC,2003-12-15,CZBH,2.8,2.8,RPI,monthly
2003 DEC,2003-12-15,D7G7,1.3,1.3,CPI,monthly
2003 DEC,2003-12-15,L55O,1.3,1.3,CPIH,monthly
2003 FEB,2003-2-15,CZBH,3.2,3.2,RPI,monthly
2003 FEB,2003-2-15,D7G7,1.6,1.6,CPI,monthly
2003 FEB,2003-2-15,L55O,1.6,1.6,CPIH,monthly
2003 JAN,2003-1-15,CZBH,2.9,2.9,RPI,monthly
2003 JAN,2003-1-15,D7G7,1.3,1.3,CPI,monthly
2003 JAN,2003-1-15,L55O,1.4,1.4,CPIH,monthly
2003 JUL,2003-7-15,CZBH,3.1,3.1,RPI,monthly
2003 JUL,2003-7-15,D7G7,1.3,1.3,CPI,monthly
2003 JUL,2003-7-15,L55O,1.3,1.3,CPIH,monthly
2003 JUN,2003-6-15,CZBH,2.9,2.9,RPI,monthly
2003 JUN,2003-6-15,D7G7,1.1,1.1,CPI,monthly
2003 JUN,2003-6-15,L55O,1.2,1.2,CPIH,monthly
2003 MAR,2003-3-15,CZBH,3.1,3.1,RPI,monthly
2003 MAR,2003-3-15,D7G7,1.5,1.5,CPI,monthly
2003 MAR,2003-3-15,L55O,1.6,1.6,CPIH,monthly
2003 MAY,2003-5-15,CZBH,3,3,RPI,monthly
2003 MAY,2003-5-15,D7G7,1.3,1.3,CPI,monthly
2003 MAY,2003-5-15,L55O,1.3,1.3,CPIH,monthly
2003 NOV,2003-11-15,CZBH,2.5,2.5,RPI,monthly
2003 NOV,2003-11-15,D7G7,1.3,1.3,CPI,monthly
2003 NOV,2003-11-15,L55O,1.3,1.3,CPIH,monthly
2003 OCT,2003-10-15,CZBH,2.6,2.6,RPI,monthly
2003 OCT,2003-10-15,D7G7,1.4,1.4,CPI,monthly
2003 OCT,2003-10-15,L55O,1.3,1.3,CPIH,monthly
2003 Q1,2003-1-15,CZBH,3,3,RPI,quarterly
2003 Q1,2003-1-15,D7G7,1.5,1.5,CPI,quarterly
2003 Q1,2003-1-15,L55O,1.5,1.5,CPIH,quarterly
2003 Q2,2003-4-15,CZBH,3,3,RPI,quarterly
2003 Q2,2003-4-15,D7G7,1.3,1.3,CPI,quarterly
2003 Q2,2003-4-15,L55O,1.3,1.3,CPIH,quarterly
2003 Q3,2003-7-15,CZBH,2.9,2.9,RPI,quarterly
2003 Q3,2003-7-15,D7G7,1.4,1.4,CPI,quarterly
2003 Q3,2003-7-15,L55O,1.4,1.4,CPIH,quarterly
2003 Q4,2003-10-15,CZBH,2.6,2.6,RPI,quarterly
2003 Q4,2003-10-15,D7G7,1.3,1.3,CPI,quarterly
2003 Q4,2003-10-15,L55O,1.3,1.3,CPIH,quarterly
2003 SEP,2003-9-15,CZBH,2.8,2.8,RPI,monthly
2003 SEP,2003-9-15,D7G7,1.4,1.4,CPI,monthly
2003 SEP,2003-9-15,L55O,1.3,1.3,CPIH,monthly
2004,2004,CZBH,3,3,RPI,annual
2004,2004,D7G7,1.3,1.3,CPI,annual
2004,2004,L55O,1.4,1.4,CPIH,annual
2004 APR,2004-4-15,CZBH,2.5,2.5,RPI,monthly
2004 APR,2004-4-15,D7G7,1.1,1.1,CPI,monthly
2004 APR,2004-4-15,L55O,1.1,1.1,CPIH,monthly
2004 AUG,2004-8-15,CZBH,3.2,3.2,RPI,monthly
2004 AUG,2004-8-15,D7G7,1.3,1.3,CPI,monthly
2004 AUG,2004-8-15,L55O,1.4,1.4,CPIH,monthly
2004 DEC,2004-12-15,CZBH,3.5,3.5,RPI,monthly
2004 DEC,2004-12-15,D7G7,1.7,1.7,CPI,monthly
2004 DEC,2004-12-15,L55O,1.8,1.8,CPIH,monthly
2004 FEB,2004-2-15,CZBH,2.5,2.5,RPI,monthly
2004 FEB,2004-2-15,D7G7,1.3,1.3,CPI,monthly
2004 FEB,2004-2-15,L55O,1.4,1.4,CPIH,monthly
2004 JAN,2004-1-15,CZBH,2.6,2.6,RPI,monthly
2004 JAN,2004-1-15,D7G7,1.4,1.4,CPI,monthly
2004 JAN,2004-1-15,L55O,1.5,1.5,CPIH,monthly
2004 JUL,2004-7-15,CZBH,3,3,RPI,monthly
2004 JUL,2004-7-15,D7G7,1.4,1.4,CPI,monthly
2004 JUL,2004-7-15,L55O,1.4,1.4,CPIH,monthly
2004 JUN,2004-6-15,CZBH,3,3,RPI,monthly
2004 JUN,2004-6-15,D7G7,1.6,1.6,CPI,monthly
2004 JUN,2004-6-15,L55O,1.5,1.5,CPIH,monthly
2004 MAR,2004-3-15,CZBH,2.6,2.6,RPI,monthly
2004 MAR,2004-3-15,D7G7,1.1,1.1,CPI,monthly
2004 MAR,2004-3-15,L55O,1.2,1.2,CPIH,monthly
2004 MAY,2004-5-15,CZBH,2.8,2.8,RPI,monthly
2004 MAY,2004-5-15,D7G7,1.5,1.5,CPI,monthly
2004 MAY,2004-5-15,L55O,1.4,1.4,CPIH,monthly
2004 NOV,2004-11-15,CZBH,3.4,3.4,RPI,monthly
2004 NOV,2004-11-15,D7G7,1.5,1.5,CPI,monthly
2004 NOV,2004-11-15,L55O,1.5,1.5,CPIH,monthly
2004 OCT,2004-10-15,CZBH,3.3,3.3,RPI,monthly
2004 OCT,2004-10-15,D7G7,1.2,1.2,CPI,monthly
2004 OCT,2004-10-15,L55O,1.3,1.3,CPIH,monthly
2004 Q1,2004-1-15,CZBH,2.6,2.6,RPI,quarterly
2004 Q1,2004-1-15,D7G7,1.3,1.3,CPI,quarterly
2004 Q1,2004-1-15,L55O,1.3,1.3,CPIH,quarterly
2004 Q2,2004-4-15,CZBH,2.8,2.8,RPI,quarterly
2004 Q2,2004-4-15,D7G7,1.4,1.4,CPI,quarterly
2004 Q2,2004-4-15,L55O,1.3,1.3,CPIH,quarterly
2004 Q3,2004-7-15,CZBH,3.1,3.1,RPI,quarterly
2004 Q3,2004-7-15,D7G7,1.3,1.3,CPI,quarterly
2004 Q3,2004-7-15,L55O,1.3,1.3,CPIH,quarterly
2004 Q4,2004-10-15,CZBH,3.4,3.4,RPI,quarterly
2004 Q4,2004-10-15,D7G7,1.4,1.4,CPI,quarterly
2004 Q4,2004-10-15,L55O,1.5,1.5,CPIH,quarterly
2004 SEP,2004-9-15,CZBH,3.1,3.1,RPI,monthly
2004 SEP,2004-9-15,D7G7,1.1,1.1,CPI,monthly
2004 SEP,2004-9-15,L55O,1.2,1.2,CPIH,monthly
2005,2005,CZBH,2.8,2.8,RPI,annual
2005,2005,D7G7,2.1,2.1,CPI,annual
2005,2005,L55O,2.1,2.1,CPIH,annual
2005 APR,2005-4-15,CZBH,3.2,3.2,RPI,monthly
2005 APR,2005-4-15,D7G7,1.9,1.9,CPI,monthly
2005 APR,2005-4-15,L55O,1.9,1.9,CPIH,monthly
2005 AUG,2005-8-15,CZBH,2.8,2.8,RPI,monthly
2005 AUG,2005-8-15,D7G7,2.4,2.4,CPI,monthly
2005 AUG,2005-8-15,L55O,2.4,2.4,CPIH,monthly
2005 DEC,2005-12-15,CZBH,2.2,2.2,RPI,monthly
2005 DEC,2005-12-15,D7G7,1.9,1.9,CPI,monthly
2005 DEC,2005-12-15,L55O,2.1,2.1,CPIH,monthly
2005 FEB,2005-2-15,CZBH,3.2,3.2,RPI,monthly
2005 FEB,2005-2-15,D7G7,1.7,1.7,CPI,monthly
2005 FEB,2005-2-15,L55O,1.7,1.7,CPIH,monthly
2005 JAN,2005-1-15,CZBH,3.2,3.2,RPI,monthly
2005 JAN,2005-1-15,D7G7,1.6,1.6,CPI,monthly
2005 JAN,2005-1-15,L55O,1.7,1.7,CPIH,monthly
2005 JUL,2005-7-15,CZBH,2.9,2.9,RPI,monthly
2005 JUL,2005-7-15,D7G7,2.3,2.3,CPI,monthly
2005 JUL,2005-7-15,L55O,2.3,2.3,CPIH,monthly
2005 JUN,2005-6-15,CZBH,2.9,2.9,RPI,monthly
2005 JUN,2005-6-15,D7G7,2,2,CPI,monthly
2005 JUN,2005-6-15,L55O,2,2,CPIH,monthly
2005 MAR,2005-3-15,CZBH,3.2,3.2,RPI,monthly
2005 MAR,2005-3-15,D7G7,1.9,1.9,CPI,monthly
2005 MAR,2005-3-15,L55O,2,2,CPIH,monthly
2005 MAY,2005-5-15,CZBH,2.9,2.9,RPI,monthly
2005 MAY,2005-5-15,D7G7,1.9,1.9,CPI,monthly
2005 MAY,2005-5-15,L55O,1.9,1.9,CPIH,monthly
2005 NOV,2005-11-15,CZBH,2.4,2.4,RPI,monthly
2005 NOV,2005-11-15,D7G7,2.1,2.1,CPI,monthly
2005 NOV,2005-11-15,L55O,2.2,2.2,CPIH,monthly
2005 OCT,2005-10-15,CZBH,2.5,2.5,RPI,monthly
2005 OCT,2005-10-15,D7G7,2.3,2.3,CPI,monthly
2005 OCT,2005-10-15,L55O,2.4,2.4,CPIH,monthly
2005 Q1,2005-1-15,CZBH,3.2,3.2,RPI,quarterly
2005 Q1,2005-1-15,D7G7,1.7,1.7,CPI,quarterly
2005 Q1,2005-1-15,L55O,1.8,1.8,CPIH,quarterly
2005 Q2,2005-4-15,CZBH,3,3,RPI,quarterly
2005 Q2,2005-4-15,D7G7,2,2,CPI,quarterly
2005 Q2,2005-4-15,L55O,1.9,1.9,CPIH,quarterly
2005 Q3,2005-7-15,CZBH,2.8,2.8,RPI,quarterly
2005 Q3,2005-7-15,D7G7,2.4,2.4,CPI,quarterly
2005 Q3,2005-7-15,L55O,2.4,2.4,CPIH,quarterly
2005 Q4,2005-10-15,CZBH,2.4,2.4,RPI,quarterly
2005 Q4,2005-10-15,D7G7,2.1,2.1,CPI,quarterly
2005 Q4,2005-10-15,L55O,2.2,2.2,CPIH,quarterly
2005 SEP,2005-9-15,CZBH,2.7,2.7,RPI,monthly
2005 SEP,2005-9-15,D7G7,2.5,2.5,CPI,monthly
2005 SEP,2005-9-15,L55O,2.5,2.5,CPIH,monthly
2006,2006,CZBH,3.2,3.2,RPI,annual
2006,2006,D7G7,2.3,2.3,CPI,annual
2006,2006,L55O,2.5,2.5,CPIH,annual
2006 APR,2006-4-15,CZBH,2.6,2.6,RPI,monthly
2006 APR,2006-4-15,D7G7,2,2,CPI,monthly
2006 APR,2006-4-15,L55O,2.2,2.2,CPIH,monthly
2006 AUG,2006-8-15,CZBH,3.4,3.4,RPI,monthly
2006 AUG,2006-8-15,D7G7,2.5,2.5,CPI,monthly
2006 AUG,2006-8-15,L55O,2.6,2.6,CPIH,monthly
2006 DEC,2006-12-15,CZBH,4.4,4.4,RPI,monthly
2006 DEC,2006-12-15,D7G7,3,3,CPI,monthly
2006 DEC,2006-12-15,L55O,2.9,2.9,CPIH,monthly
2006 FEB,2006-2-15,CZBH,2.4,2.4,RPI,monthly
2006 FEB,2006-2-15,D7G7,2,2,CPI,monthly
2006 FEB,2006-2-15,L55O,2.2,2.2,CPIH,monthly
2006 JAN,2006-1-15,CZBH,2.4,2.4,RPI,monthly
2006 JAN,2006-1-15,D7G7,1.9,1.9,CPI,monthly
2006 JAN,2006-1-15,L55O,2.2,2.2,CPIH,monthly
2006 JUL,2006-7-15,CZBH,3.3,3.3,RPI,monthly
2006 JUL,2006-7-15,D7G7,2.4,2.4,CPI,monthly
2006 JUL,2006-7-15,L55O,2.5,2.5,CPIH,monthly
2006 JUN,2006-6-15,CZBH,3.3,3.3,RPI,monthly
2006 JUN,2006-6-15,D7G7,2.5,2.5,CPI,monthly
2006 JUN,2006-6-15,L55O,2.6,2.6,CPIH,monthly
2006 MAR,2006-3-15,CZBH,2.4,2.4,RPI,monthly
2006 MAR,2006-3-15,D7G7,1.8,1.8,CPI,monthly
2006 MAR,2006-3-15,L55O,2,2,CPIH,monthly
2006 MAY,2006-5-15,CZBH,3,3,RPI,monthly
2006 MAY,2006-5-15,D7G7,2.2,2.2,CPI,monthly
2006 MAY,2006-5-15,L55O,2.4,2.4,CPIH,monthly
2006 NOV,2006-11-15,CZBH,3.9,3.9,RPI,monthly
2006 NOV,2006-11-15,D7G7,2.7,2.7,CPI,monthly
2006 NOV,2006-11-15,L55O,2.8,2.8,CPIH,monthly
2006 OCT,2006-10-15,CZBH,3.7,3.7,RPI,monthly
2006 OCT,2006-10-15,D7G7,2.4,2.4,CPI,monthly
2006 OCT,2006-10-15,L55O,2.5,2.5,CPIH,monthly
2006 Q1,2006-1-15,CZBH,2.4,2.4,RPI,quarterly
2006 Q1,2006-1-15,D7G7,1.9,1.9,CPI,quarterly
2006 Q1,2006-1-15,L55O,2.1,2.1,CPIH,quarterly
2006 Q2,2006-4-15,CZBH,3,3,RPI,quarterly
2006 Q2,2006-4-15,D7G7,2.3,2.3,CPI,quarterly
2006 Q2,2006-4-15,L55O,2.4,2.4,CPIH,quarterly
2006 Q3,2006-7-15,CZBH,3.5,3.5,RPI,quarterly
2006 Q3,2006-7-15,D7G7,2.4,2.4,CPI,quarterly
2006 Q3,2006-7-15,L55O,2.5,2.5,CPIH,quarterly
2006 Q4,2006-10-15,CZBH,4,4,RPI,quarterly
2006 Q4,2006-10-15,D7G7,2.7,2.7,CPI,quarterly
2006 Q4,2006-10-15,L55O,2.7,2.7,CPIH,quarterly
2006 SEP,2006-9-15,CZBH,3.6,3.6,RPI,monthly
2006 SEP,2006-9-15,D7G7,2.4,2.4,CPI,monthly
2006 SEP,2006-9-15,L55O,2.5,2.5,CPIH,monthly
2007,2007,CZBH,4.3,4.3,RPI,annual
2007,2007,D7G7,2.3,2.3,CPI,annual
2007,2007,L55O,2.4,2.4,CPIH,annual
2007 APR,2007-4-15,CZBH,4.5,4.5,RPI,monthly
2007 APR,2007-4-15,D7G7,2.8,2.8,CPI,monthly
2007 APR,2007-4-15,L55O,2.7,2.7,CPIH,monthly
2007 AUG,2007-8-15,CZBH,4.1,4.1,RPI,monthly
2007 AUG,2007-8-15,D7G7,1.8,1.8,CPI,monthly
2007 AUG,2007-8-15,L55O,2,2,CPIH,monthly
2007 DEC,2007-12-15,CZBH,4,4,RPI,monthly
2007 DEC,2007-12-15,D7G7,2.1,2.1,CPI,monthly
2007 DEC,2007-12-15,L55O,2.3,2.3,CPIH,monthly
2007 FEB,2007-2-15,CZBH,4.6,4.6,RPI,monthly
2007 FEB,2007-2-15,D7G7,2.8,2.8,CPI,monthly
2007 FEB,2007-2-15,L55O,2.7,2.7,CPIH,monthly
2007 JAN,2007-1-15,CZBH,4.2,4.2,RPI,monthly
2007 JAN,2007-1-15,D7G7,2.7,2.7,CPI,monthly
2007 JAN,2007-1-15,L55O,2.7,2.7,CPIH,monthly
2007 JUL,2007-7-15,CZBH,3.8,3.8,RPI,monthly
2007 JUL,2007-7-15,D7G7,1.9,1.9,CPI,monthly
2007 JUL,2007-7-15,L55O,2,2,CPIH,monthly
2007 JUN,2007-6-15,CZBH,4.4,4.4,RPI,monthly
2007 JUN,2007-6-15,D7G7,2.4,2.4,CPI,monthly
2007 JUN,2007-6-15,L55O,2.5,2.5,CPIH,monthly
2007 MAR,2007-3-15,CZBH,4.8,4.8,RPI,monthly
2007 MAR,2007-3-15,D7G7,3.1,3.1,CPI,monthly
2007 MAR,2007-3-15,L55O,2.9,2.9,CPIH,monthly
2007 MAY,2007-5-15,CZBH,4.3,4.3,RPI,monthly
2007 MAY,2007-5-15,D7G7,2.5,2.5,CPI,monthly
2007 MAY,2007-5-15,L55O,2.5,2.5,CPIH,monthly
2007 NOV,2007-11-15,CZBH,4.3,4.3,RPI,monthly
2007 NOV,2007-11-15,D7G7,2.1,2.1,CPI,monthly
2007 NOV,2007-11-15,L55O,2.2,2.2,CPIH,monthly
2007 OCT,2007-10-15,CZBH,4.2,4.2,RPI,monthly
2007 OCT,2007-10-15,D7G7,2.1,2.1,CPI,monthly
2007 OCT,2007-10-15,L55O,2.3,2.3,CPIH,monthly
2007 Q1,2007-1-15,CZBH,4.5,4.5,RPI,quarterly
2007 Q1,2007-1-15,D7G7,2.9,2.9,CPI,quarterly
2007 Q1,2007-1-15,L55O,2.8,2.8,CPIH,quarterly
2007 Q2,2007-4-15,CZBH,4.4,4.4,RPI,quarterly
2007 Q2,2007-4-15,D7G7,2.6,2.6,CPI,quarterly
2007 Q2,2007-4-15,L55O,2.6,2.6,CPIH,quarterly
2007 Q3,2007-7-15,CZBH,3.9,3.9,RPI,quarterly
2007 Q3,2007-7-15,D7G7,1.8,1.8,CPI,quarterly
2007 Q3,2007-7-15,L55O,2,2,CPIH,quarterly
2007 Q4,2007-10-15,CZBH,4.2,4.2,RPI,quarterly
2007 Q4,2007-10-15,D7G7,2.1,2.1,CPI,quarterly
2007 Q4,2007-10-15,L55O,2.3,2.3,CPIH,quarterly
2007 SEP,2007-9-15,CZBH,3.9,3.9,RPI,monthly
2007 SEP,2007-9-15,D7G7,1.8,1.8,CPI,monthly
2007 SEP,2007-9-15,L55O,2,2,CPIH,monthly
2008,2008,CZBH,4,4,RPI,annual
2008,2008,D7G7,3.6,3.6,CPI,annual
2008,2008,L55O,3.5,3.5,CPIH,annual
2008 APR,2008-4-15,CZBH,4.2,4.2,RPI,monthly
2008 APR,2008-4-15,D7G7,3,3,CPI,monthly
2008 APR,2008-4-15,L55O,3,3,CPIH,monthly
2008 AUG,2008-8-15,CZBH,4.8,4.8,RPI,monthly
2008 AUG,2008-8-15,D7G7,4.7,4.7,CPI,monthly
